Id,Title,Keywords,Field_Auto,Cluster,Link
297,"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight","['spaceflight unique challenges', 'bioinformatic pipeline used', 'cell gene expression', 'sequencing provided', 'keywords genomes', 'previous studies focused', 'non commercial']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/
298,Inspiration4 data access through the NASA Open Science Data Repository,"['i4 mission amassed', 'assays facilitating comprehensive', 'studies crucially community', 'access biological studies', 'human physiology', 'health risk mitigation', 'machine learning glean', 'human health', 'data standards', 'intelligence machine learning']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11094041/
299,Molecular and physiologic changes in the SpaceX Inspiration4 civilian crew,"['findings day spaceflight', 'physiological stress responses', 'imaging smartwatch wearables', 'cognitive neuroscience oculomotor', 'physiology molecular biology', 'health risk present', 'development private government', 'primary findings', 'subject terms', 'methods']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/
300,Telomeric RNA (TERRA) increases in response to spaceflight and high-altitude climbing,"['facilitates telomeric recombination', 'damage response ddr', 'alt positive tumors', 'oxidative stress', 'altitude climbers healthy', 'lengthening telomeres', 'occupational radiation exposures', 'genetics molecular biology', 'subject terms genetics']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167063/
301,Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight,"['crew timepoints findings', 'metatranscriptomics assessed spatial', 'outer tissue compartments', 'seq metagenomics metatranscriptomics', 'inflammation kras signaling', 'leveraging multi omics', 'gene expressions', 'skin rashes irritation', 'terms computational models']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/
302,Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight,"['microbiome immune response', 'metagenomics metatranscriptomics', 'documenting microbial shifts', 'short term spaceflight', 'response shifts experienced', 'gene expression', 'associated bacteria', 'planning subject terms', 'samples 10']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/
303,Spatiotemporal expression and control of haemoglobin in space,"['research anaemia transcriptomics', 'examined developmental expression', 'dynamic nature globin', 'explored multiple omic', 'blood homeostasis erythropoiesis', 'provides valuable insights', 'space environment provides', 'research subject terms']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/
304,"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight","['immune function tcf21', 'pathways associated microbiome', 'multi omics data', 'i4 mission crew', 'induces immune response', 'subject terms epigenomics', 'aging muscle homeostasis', 'independent datasets including', 'astronauts better']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/
305,Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight,"['microgravity immune cell', 'signaling nuclear receptors', 'immunity innate immunity', 'i4 mission jaxa', 'super resolution microscopy', 'rna sequencing', 'using machine learning', 'space subject terms']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/
306,The Space Omics and Medical Atlas (SOMA) and international astronaut biobank,"['metabolomics microbiome datasets', 'aerospace medicine biobank', 'astronauts poses myriad', 'biology medical research', 'range missions including', 'data sample repository', '12 axiom polaris', 'bringing needed health', 'class missions subject', '10 12']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/
307,"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight","['secretome profiles showed', 'spaceflight mice showed', 'protein detection blood', 'terms epigenomics metabolomics', 'blood brain barrier', 'astronaut biomedicine countermeasures', 'measures crew health', 'proteins metabolites extracellular', 'oxidative stress']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/
308,Astronaut omics and the impact of space on the human body at scale,"['human space omics', 'nutrition telehealth', 'frameworks benefit international', 'planetary missions', 'life science research', 'genomics molecular medicine', 'terms gene expression', 'philosophical frameworks', 'ethical cultural legal']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/
309,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology.,"['spaceflight associated skin', 'terms systems biology', 'datasets generated blood', 'repair mitochondrial dysregulation', 'poses unique set', 'health risks', '50 nasa astronauts', 'tuning gene expression', 'guide future research', 'methods']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/
310,"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction","['simulated microgravity rat', 'performed biomolecular epigenomic', 'microangiopathies sequencing mass', 'transporter dephosphorylation indicate', '3d imaging', 'health consequences exposure', 'clinical chemistry electrolytes', 'biochemistry morphometry histology', 'analyses using', 'performed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/
311,Spaceflight induces changes in gene expression profiles linked to insulin and estrogen,"['energy metabolism', 'organisms including drosophila', 'response viral infection', 'data strongly suggest', 'extend molecular work', 'terms systems biology', 'rodents humans murine', 'digitorum longus humans']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/
312,Protective alleles and precision healthcare in crewed spaceflight,"['personalized medicine', 'human genomes omics', 'used develop health', 'terms rare variants', 'recommendations crew members', 'exercise health', 'decreased cancer risk', 'ethical challenges remain', 'technologies increasingly used', 'alleles systematically characterized']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/
313,To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/
314,Growth chambers on the International Space Station for large plants,"['width aleurone layer', 'starch composition', 'proposes new method', 'roundness indices experimental', 'space conditions', 'keywords triticum aestivum', 'method establishing', '100', '0362 terrestrial']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/
315,Microbiological and nutritional analysis of lettuce crops grown on the International Space Station,"['bacteria yeast molds', 'ground flight experiments', 'fungi isolate identification', 'keywords lettuce microgravity', 'human pathogens', 'sativa cv', 'analyzed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/
316,Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis.,"['plants oct1 mutants', 'stress responses', 'affect numerous biological', 'quantitative natural variation', 'little known plants', 'landsberg erecta', 'verde islands']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/
317,Auxin: Shape matters.,"['freshwater ecosystems microcosms', 'approaches ecotoxicological studies', 'microbial communities', 'microcosm experiment keywords', 'total abundance', 'pc pcy phycoerythrin', 'dichlorophenoxyacetic acid structure', 'erlenmeyer flasks', '20 200 000']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/
318,Gravity signaling in flowering plant roots,"['regulated phytohormone signaling', 'crw1 encoding ethylene', 'mechanosensing control plant', 'box protein osebf1', 'phenotype oscrw1 ein3', 'signaling required sufficient', 'factor 82 oserf82', 'root water', 'previously unanticipated interplay']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/
319,Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/
320,Low-speed clinorotation of Brachypodium distachyon and Arabidopsis thaliana seedlings triggers root tip curvatures that are reminiscent of gravitropism.,"['gravitropism modulating root', 'arabidopsis thaliana', 'signal transduction', 'thaliana brachypodium distachyon', 'wide association studies', 'display different', 'experiments indicated', 'suggesting possibility using', 'specimens']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/
321,New device for high-throughput viability screening of flow biofilms,"['rapid accurate determination', 'development high throughput', 'methods microtiter plate', 'viability biofilm viability', 'fluorescent protein gfp', 'aeruginosa pao1 flow', 'identifying genes involved', 'use green', 'methods']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/
322,Sigma S-dependent antioxidant defense protects stationary-phase Escherichia coli against the bactericidal antibiotic gentamicin,"['bacteria generating oxidative', 'infection uropathogenic strain', 'soda sodb kate', 'kills stationary phase', 'pentose phosphate pathway', 'mice showed', 'represent different physiological', 'enhance efficacy relevant', 'disinfectants', 'case vivo']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/
323,Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues,"['repair mechanosensitive tissues', 'vertebrate organ systems', 'bone cells including', 'affect physiological behavior', 'related mechanisms disease', 'keywords mechanotransduction mechanosensation', 'alveolar gut epithelial', 'mechanical behavior skin', 'bone skeleton', 'purpose review']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/
324,Microgravity alters the expression of salivary proteins,"['mouse submandibular gland', 'biosatellite examined using', 'protein expression', 'transmission electron microscopy', 'nerve growth factor', 'health astronauts keywords', 'animals', 'objective', '13 15']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/
325,Salivary Gland Protein Expression after Bion-M1 and Space Shuttle STS-135 Missions,"['mouse submandibular gland', 'biosatellite examined using', 'protein expression', 'transmission electron microscopy', 'nerve growth factor', 'health astronauts keywords', 'animals', 'objective', '13 15']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/
326,Response of the mouse sublingual gland to spaceflight.,"['microgravity modifies protein', 'glands studied mice', 'serous acinar cells', 'assess physiological status', 'structure protein', 'studies showed', 'immunohistochemistry secretory', '131 atlantis sts', '131', 'methods']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/
327,Effects of spaceflight on the mouse submandibular gland,"['regulation salivary glands', 'mrna expression patterns', 'space flight international', 'seromucous glands submandibular', 'community life', 'behavioral medicine', 'keywords lunar gravity', 'methods']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/
328,"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation","['human herpes viruses', 'days post exposure', 'radiation 137 cs', 'various health', 'end points keywords', 'effectiveness concept used', 'cell line akata', 'keywords space radiation']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/
329,The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation,"['microbiome analyzed', 'genus level catonella', 'download video file', 'help prevent disease', 'background spaceflight', 'varicella zoster virus', '10 astronauts', 'polymerase chain', 'analyzed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/
330,The cyclic nucleotide-gated channel CNGC14 regulates root gravitropism in Arabidopsis thaliana.,"['acidify apoplast', 'development inhibits root', 'apoplast role auxin', 'cell divisions meristem', 'apoplastic ph gradient', 'auxin receptor cncg14', 'root tip research', 'soil environment', 'improved method visualization', 'method']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/
331,Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections,"['open new tab', 'new tab', 'open new', 'new', 'open', 'tab']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/
332,Persistent NF-Œ∫B activation in muscle stem cells induces proliferation-independent telomere shortening,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/
333,Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states.,"['piezo1 reactivation ameliorates', 'function remains unknown', 'functionally distinct stem', 'cells piezo1 deletion', 'understanding stem', 'dystrophic muscles demonstrate', 'tissue homeostasis regeneration', 'identify piezo1 key', 'stem cells', 'findings']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/
334,"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length.","['muscle mass spaceflights', 'telomere length model', 'elongates human telomeres', 'cells assessed telomere', 'following hindlimb unloading', 'earth approach baseline', 'stem cells', 'subject terms']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/
335,Ethylene-induced flavonol accumulation in guard cells suppresses reactive oxygen species and modulates stomatal aperture,"['flavonols suppressing ros', 'ethylene overproducing1 ethylene', 'cells arabidopsis thaliana', 'hormone abscisic acid', 'type plants', 'gas exchange water', 'dye expression reporter', 'concentrations reaching']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/
336,Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus.,"['relocalization auxin transport', 'gibberellic acid treatment', 'producing specialized xylem', 'enhances tissue specific', 'associated wood phenotypes', 'ark2 generated', 'gene expression', 'angiosperm trees reorient', 'gravibending']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/
337,Endosidin2 targets conserved exocyst complex subunit EXO70 to inhibit exocytosis,"['role exocytosis exocyst', 'signaling stress response', 'spatial distribution exo70a1', 'candidate cargo proteins', 'live imaging', 'delivery stability internalization', 'previously identified small', 'root growth keywords']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/
338,"A conditional mutation in SCD1 reveals linkage between PIN protein trafficking, auxin transport, gravitropism, and lateral root initiation.","['transport pin2 arabidopsis', 'lateral root development', 'multivesicular endosome experiments', 'temperature sensitive allele', 'severe developmental phenotypes', 'endosome', 'gene expression', 'restrictive temperature keywords']",Plant Science in Space (Arabidopsis),8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/
339,"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection.","['sars cov virus', 'understanding sars', 'clinical biology', 'findings help explain', 'approximately million lives', 'evolve race learn', 'highlight current knowledge', 'cure covid 19', 'cases reported globally', 'patients']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/
340,Changes in nuclear shape and gene expression in response to simulated microgravity are LINC complex-dependent.,"['responses simulated microgravity', 'nuclear shape differential', 'differential expression genes', 'nucleoskeleton cytoskeleton linc', 'genes likely represent', 'cytoskeleton focal adhesions', 'cell nuclear', 'linc complex mediates', 'affect organization']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/
341,"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars","['permafrost isolates type', 'pleistocenium viridans capable', 'northeastern siberia', 'type species', 'present day mars', '16s ribosomal dna', 'life function', 'function keywords astrobiology', 'growth cold low', 'quantitative growth assays']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/
342,Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T),"['isolated siberian', 'carnobacterium gilichinskyi strain', 'genome sequence', 'pressure kpa conditions', 'permafrost capable growth', 'anoxic dominated low', 'growth cold anoxic', 'wn1359 previously isolated', 'kpa', 'gilichinskyi']",ISS Microbial Genomics,7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/
343,"Exposure of Bacillus subtilis to low pressure (5 kilopascals) induces several global regulons, including those involved in the SigB-mediated general stress response","['microbial responses low', 'response gsr regulon', 'microarrays bacillus subtilis', 'number upregulated genes', 'measuring transcriptome', 'iolr resd rok', 'lacz reporter fusion', 'performed transcription']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/
344,"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification","['endonucleases oxidative stress', 'preventing dna damage', 'proteins sasp dipicolinic', 'endonucleases nonhomologous', 'binding spore dna', 'end joining nhej', 'subtilis spore resistance', 'oxygen species generated', 'type type']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/
345,Cultivation of Staphylococcus epidermidis in the human spaceflight environment leads to alterations in the frequency and spectrum of spontaneous rifampicin-resistance mutations in the rpoB gene,"['staphylococcus epidermidis strain', 'model organism staphylococcus', 'physiologic stresses growing', 'spacex resupply mission', 'bacteria genus', 'mutagenic potential keywords', 'keywords antibiotic resistance', 'canisters petri dish', 'consisted identical sets']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/
346,Experimental Evolution of Bacillus subtilis,"['increase heat tolerance', 'impacting bacterial communities', 'strains exhibited higher', 'niche natural range', 'climate change projections', 'di amp synthesis', 'strains lineages', 'cereus bacillus subtilis']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/
347,Cultivation in space flight produces minimal alterations in the susceptibility of Bacillus subtilis cells to 72 different antibiotics and growth-inhibiting compounds,"['inhibitory concentrations', 'flight microgravity international', 'antibiotics growth inhibitors', 'chloride enoxacin lomefloxacin', 'broth dilution assay', 'ic 50 fl']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/
348,Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment,"['alterations mutagenic potential', 'newly discovered rpob', 'samples q137r l489s', 'mutants revealed dramatic', 'missions international space', 'keywords antibiotic resistance', 'nucleotide sequencing rif', 'cultivated biological research', 'experiment']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/
349,Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation,"['mechanotransduction mechanisms iv', 'mechanisms microgravity', 'prokaryotes possess active', 'observe prokaryotic cells', 'bacterial nucleoid architecture', 'signals transduced gene', 'epigenetic pathways keywords', 'prokaryotes bacteria archaea', 'current evidence indicating', 'apparatus']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/
350,Environmental dependence of competitive fitness in rifampin-resistant rpoB mutants of Bacillus subtilis.,"['phenotypes including growth', 'increase fitness given', 'rifampin rifampin resistance', 'implications understanding microbes', 'treat mycobacterial biofilm', 'asparagine minimal medium', 'public health', 'keywords bacillus subtilis', 'comparing fitness', 'selection keywords']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/
351,Analysis of interactions of Salmonella type three secretion mutants with 3-D intestinal epithelial cells.,"['salmonella enterica t3sss', 'mutants did preferentially', 'paradigm salmonella enteropathogenesis', 'nontyphoidal', 'previously characterized organotypic', 'paneth cells', 'flhdc invaded', 'gastrointestinal disease humans', 'demonstrating utility models', 'bacterial strains']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/
352,Organotypic 3D cell culture models: using the rotating wall vessel to study host-pathogen interactions.,"['bioreactor 3d culture', 'coated microbeads', 'cervical tissues using', 'oral host microbe', 'microscopy large omics', 'hpv positive negative', 'support protocol isolation', 'allow readers start', 'methods']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/
353,Induction of attachment-independent biofilm formation and repression of Hfq expression by low-fluid-shear culture of Staphylococcus aureus,"['prokaryotes', 'impact colonization virulence', 'virulence characteristics including', 'decreased carotenoid production', 'wall vessel bioreactors', 'oxidative stress', 'gram positive organism']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/
354,Characterization of the Salmonella enterica serovar Typhimurium ydcI gene which encodes a conserved DNA binding protein required for full acid stress resistance.,"['increase bacterial virulence', 'different bacterial genera', 'ydci gene encodes', 'strain strain ydci', 'isogenic wt', 'promoter sequence', 'gram negative bacterial', 'previously uncharacterized member']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/
355,Evaluation of microorganisms cultured from injured and repressed tissue regeneration sites in endangered giant aquatic Ozark Hellbender salamanders.,"['amphibian studies include', 'amphibian pathogen granulicetella', 'stutzeri alcaligenes fungal', 'global amphibian decline', 'hellbender cryptobranchus', 'etiological agent responsible', 'acremonium', 'tissue regeneration']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/
356,Transcriptional and proteomic responses of Pseudomonas aeruginosa PAO1 to spaceflight conditions involve Hfq regulation and reveal a role for oxygen.,"['bacterial behavior microgravity', 'involved microaerophilic metabolism', 'related genes', 'rhamnolipid production', 'pseudomonas aeruginosa', 'important risk assessment', 'infectious diseases']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/
357,New insights into the bacterial fitness-associated mechanisms revealed by the characterization of large plasmids of an avian pathogenic E. coli,"['pchi7122 incfii pchi7122', 'host strains', 'type iv fimbriae', 'coli apec', 'sugars catabolic pathways', 'strain χ7122', 'fitness diversity expec', 'human animal health', 'o78 k80 h9']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/
358,Lack of norovirus replication and histo-blood group antigen expression in 3-dimensional intestinal epithelial cells,"['pcr viral rna', 'purified norwalk virus', 'dimensional intestinal model', 'cause gastroenteritis worldwide', 'histo blood', 'does']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/
359,Conservation of the low-shear modeled microgravity response in Enterobacteriaceae and analysis of the trp genes in this response.,"['enterobacteriaceae environmental response', 'environmental response low', 'role trp operon', 'lsmmg response using', 'salmonella', 'shear modeled microgravity', 'mutant strains', 'remains poorly characterized', 'analyzed']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/
360,Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa.,"['understanding pathogenic mechanisms', 'host microenvironmental factors', 'apical basolateral polarity', 'including indigenous microbiota', 'tissue culture model', 'modei systems represent', 'disease allows recreating', 'pseudomonas aeruginosa', 'potential research findings']",Bone & Marrow Loss in Mice,5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/
361,Effects of Sex and Gender on Adaptation to Space: Immune System,"['epidemiological evidence suggests', 'immune response', 'ace2 receptors lung', 'risk factors', 'total body water', 'keywords chronic hydration', 'sgk1 signaling aldosterone', 'public health', 'address urgent need', 'necrosis factor alpha']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/
362,Recellularization of decellularized lung scaffolds is enhanced by dynamic suspension culture.,"['decellularized lung scaffolds', 'potential remodeling decellularized', 'formed multilayered aggregates', 'improve repopulation', 'bioreactor conditions', 'gene expression immunohistochemical', 'remodeling extracellular matrix', 'stem cells mscs', 'ii cells c10', 'analyses suggested differentiation']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/
363,Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns.,"['vivo intestinal microenvironments', 'salmonella strains exhibited', 'aerobically microaerobically', 'interestingly d23580 exhibited', 'models closely', 'salmonella', 'strain d23580', 'u937 cells']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/
364,Modeling Host-Pathogen Interactions in the Context of the Microenvironment: 3-D Cell Culture Comes of Age.,"['discussed include organotypic', 'interrogate host pathogen', 'recreating dynamic microenvironment', 'pathogens commensals function', 'organoid models', 'extracellular matrix ecm', 'dimensional monolayers composed', 'studies used models', 'mechanical accurately model', 'infectious disease research']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/
365,Evaluating the effect of spaceflight on the host‚Äìpathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium,"['transcriptomic proteomic human', 'host pathogen interactions', 'space shuttle mission', 'remains poorly understood', 'understood report', 'infectious disease', 'subject terms microbiology']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/
366,Rapid phenotypic response of LSMMG-'primed' Candida albicans.,"['albicans colonized mice', 'component gastrointestinal gi', 'alcohol use disorder', 'motor coordination impairment', 'receptors dorsal striatum', 'unstudied work report', 'acquisition']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/
367,Spaceflight enhances cell aggregation and random budding in Candida albicans.,"['differentially expressed spaceflight', 'potential role cap1', 'oxidative stress', 'pathogen candida albicans', 'intraperitoneal infection model', 'assessment risk commensal', 'infectious disease', 'analyzed']",Animal Physiology & Spaceflight Stress,3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/
368,"Growth and antifungal resistance of the pathogenic yeast, Candida albicans, in the microgravity environment of the International Space Station: An aggregate of multiple flight experiences.","['yeast response microgravity', 'fungal pathogen responsible', 'controls viable cells', 'disease immunocompromised individuals', 'drug caspofungin', 'flight payload timelines', 'demonstrated subset characteristics', 'report designed compare', 'control conditions', 'analyzed']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/
369,NASA GeneLab RNA-Seq Consensus Pipeline: Standardized Processing of Short-Read RNA-Seq Data,"['open new tab', 'new tab', 'open new', 'new', 'open', 'tab']",Genomics & Omics Data (GeneLab),4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8044432/
370,Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight.,[],Unclassified,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/
371,Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses,"['methylation profiles human', 'based sequencing technologies', 'human physiology', 'spaceflight subject terms', 'changes chemical structure', 'long read rna', 'isoforms perform long', 'report']",Cell Biology & Microgravity Effects,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/
372,Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA),"['spaceflight space biology', 'microbial environmental samples', 'biospecimen samples collected', 'biobanking paper provides', 'quality human microbial', 'swabs capsule swabs', 'total 911 sample', 'details robust framework', 'peripheral blood mononuclear', '2021 2022']",Microbiome & Life in Space,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/
373,Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics.,"['quantified worm behavior', 'small animal models', 'pattern recognition microfluidic', 'animals caenorhabditis elegans', 'drugs pyrantel levamisole', 'extraction', 'new drugs propelled', '75 75']",C. Elegans & Muscle Studies,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/
